timestamp,station_id,temperature_c,pressure_hpa,humidity_pct,is_anomaly,fault_type,severity,anomaly_score_pct,suggested_temperature_c,suggested_pressure_hpa,suggested_humidity_pct,health_status,source
2025-01-01T00:00:00,AWS-BHO-101,14.4,960.2,95.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T01:00:00,AWS-BHO-101,13.8,959.7,96.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-05T03:00:00,AWS-BHO-101,12.5,955.2,81.0,False,,low,13.1,17.26,958.6,70.27,HEALTHY,replay
2025-01-01T02:00:00,AWS-BHO-101,13.2,959.0,96.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T03:00:00,AWS-BHO-101,12.7,958.5,97.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-05T04:00:00,AWS-BHO-101,12.2,955.1,81.0,False,,low,8.0,17.28,958.54,70.25,HEALTHY,replay
2025-01-01T04:00:00,AWS-BHO-101,12.2,958.3,97.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-05T05:00:00,AWS-BHO-101,12.5,955.4,78.0,False,,low,11.8,17.3,958.48,70.17,HEALTHY,replay
2025-01-01T05:00:00,AWS-BHO-101,11.9,958.3,97.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T06:00:00,AWS-BHO-101,11.2,959.1,97.0,False,,low,0.0,13.03,959.0,96.33,HEALTHY,replay
2025-01-05T06:00:00,AWS-BHO-101,13.5,956.2,74.0,False,,low,25.9,17.34,958.43,69.96,HEALTHY,replay
2025-01-01T07:00:00,AWS-BHO-101,11.2,959.8,97.0,False,,low,0.0,12.77,959.01,96.43,HEALTHY,replay
2025-01-05T07:00:00,AWS-BHO-101,13.6,956.8,69.0,False,,low,20.0,17.39,958.38,69.62,HEALTHY,replay
2025-01-01T08:00:00,AWS-BHO-101,13.5,961.2,88.0,False,,low,0.0,12.57,959.11,96.5,HEALTHY,replay
2025-01-05T08:00:00,AWS-BHO-101,15.3,958.0,62.0,False,,low,30.3,17.45,958.33,69.19,HEALTHY,replay
2025-01-01T09:00:00,AWS-BHO-101,16.1,962.2,82.0,False,,low,0.0,12.68,959.34,95.56,HEALTHY,replay
2025-01-01T10:00:00,AWS-BHO-101,18.4,962.6,73.0,False,,low,0.0,13.02,959.63,94.2,HEALTHY,replay

2025-01-01T11:00:00,AWS-BHO-101,20.0,962.1,67.0,False,,low,0.0,13.51,959.9,92.27,HEALTHY,replay
2025-01-05T10:00:00,AWS-BHO-101,21.1,959.5,50.0,False,,low,46.4,17.47,958.21,68.54,HEALTHY,replay
2025-01-01T12:00:00,AWS-BHO-101,21.0,961.3,63.0,False,,low,0.0,14.05,960.08,90.17,HEALTHY,replay
2025-01-05T11:00:00,AWS-BHO-101,23.4,959.3,44.0,False,,low,36.3,17.47,958.14,68.29,HEALTHY,replay
2025-01-01T13:00:00,AWS-BHO-101,21.7,960.3,59.0,False,,low,0.0,14.58,960.18,88.08,HEALTHY,replay
2025-01-05T12:00:00,AWS-BHO-101,23.3,958.4,45.0,False,,low,20.6,17.48,958.08,68.15,HEALTHY,replay
2025-01-01T14:00:00,AWS-BHO-101,22.0,959.5,56.0,False,,low,0.0,15.09,960.19,86.0,HEALTHY,replay
2025-01-01T15:00:00,AWS-BHO-101,21.9,959.0,57.0,False,,low,0.0,15.55,960.14,84.0,HEALTHY,replay
2025-01-05T13:00:00,AWS-BHO-101,23.6,957.4,45.0,False,,low,12.4,17.46,958.01,68.17,HEALTHY,replay
2025-01-01T16:00:00,AWS-BHO-101,21.3,958.9,60.0,False,,low,0.0,15.95,960.07,82.31,HEALTHY,replay
2025-01-05T14:00:00,AWS-BHO-101,22.9,956.8,49.0,False,,low,17.4,17.43,957.94,68.25,HEALTHY,replay
2025-01-01T17:00:00,AWS-BHO-101,18.6,958.4,76.0,False,,low,0.0,16.26,960.0,81.0,HEALTHY,replay
2025-01-05T15:00:00,AWS-BHO-101,21.9,956.0,60.0,False,,low,47.8,17.39,957.88,68.42,HEALTHY,replay
2025-01-01T18:00:00,AWS-BHO-101,15.9,958.7,85.0,False,,low,0.0,16.39,959.91,80.72,HEALTHY,replay
2025-01-01T19:00:00,AWS-BHO-101,14.9,959.1,82.0,False,,low,0.0,16.37,959.85,80.95,HEALTHY,replay
2025-01-05T16:00:00,AWS-BHO-101,21.3,955.7,67.0,False,,low,41.9,17.33,957.81,68.79,HEALTHY,replay
2025-01-01T20:00:00,AWS-BHO-101,14.0,959.8,83.0,False,,low,0.0,16.29,959.81,81.0,HEALTHY,replay
2025-01-05T17:00:00,AWS-BHO-101,19.7,955.5,75.0,False,,low,53.0,17.28,957.74,69.0,HEALTHY,replay
2025-01-01T21:00:00,AWS-BHO-101,13.4,960.1,85.0,False,,low,0.0,16.19,959.81,81.1,HEALTHY,replay
2025-01-05T18:00:00,AWS-BHO-101,18.5,956.3,80.0,False,,low,44.3,17.25,957.67,69.19,HEALTHY,replay
2025-01-01T22:00:00,AWS-BHO-101,12.9,960.1,86.0,False,,low,0.0,16.06,959.82,81.27,HEALTHY,replay
2025-01-01T23:00:00,AWS-BHO-101,12.4,959.8,84.0,False,,low,0.0,15.92,959.83,81.48,HEALTHY,replay
2025-01-05T19:00:00,AWS-BHO-101,17.5,956.4,82.0,False,,low,28.8,17.25,957.62,69.29,HEALTHY,replay
2025-01-02T00:00:00,AWS-BHO-101,11.9,959.4,82.0,False,,low,0.0,15.78,959.83,81.58,HEALTHY,replay
2025-01-05T20:00:00,AWS-BHO-101,16.0,956.7,85.0,False,,low,28.1,17.26,957.56,69.31,HEALTHY,replay
2025-01-05T21:00:00,AWS-BHO-101,15.1,956.7,84.0,False,,low,19.0,17.25,957.5,69.4,HEALTHY,replay
2025-01-05T22:00:00,AWS-BHO-101,14.2,956.3,85.0,False,,low,22.6,17.25,957.45,69.48,HEALTHY,replay
2025-01-05T23:00:00,AWS-BHO-101,14.0,956.0,83.0,False,,low,9.8,17.24,957.38,69.56,HEALTHY,replay
2025-01-06T00:00:00,AWS-BHO-101,14.0,955.6,79.0,False,,low,14.7,17.24,957.32,69.6,HEALTHY,replay
2025-01-06T01:00:00,AWS-BHO-101,13.5,955.0,80.0,False,,low,15.5,17.26,957.27,69.52,HEALTHY,replay
2025-01-06T02:00:00,AWS-BHO-101,12.9,954.6,84.0,False,,low,10.9,17.27,957.22,69.4,HEALTHY,replay
2025-01-06T03:00:00,AWS-BHO-101,12.2,954.2,90.0,False,,low,20.2,17.28,957.17,69.35,HEALTHY,replay
2025-01-06T04:00:00,AWS-BHO-101,11.9,954.3,90.0,False,,low,11.5,17.29,957.12,69.44,HEALTHY,replay
2025-01-06T05:00:00,AWS-BHO-101,11.7,954.6,90.0,False,,low,9.5,17.29,957.09,69.52,HEALTHY,replay
2025-01-06T06:00:00,AWS-BHO-101,11.7,955.3,91.0,False,,low,15.1,17.28,957.05,69.62,HEALTHY,replay
2025-01-06T07:00:00,AWS-BHO-101,11.9,956.0,91.0,False,,low,14.2,17.28,957.02,69.71,HEALTHY,replay
2025-01-06T08:00:00,AWS-BHO-101,15.2,957.5,81.0,False,,low,51.6,17.27,956.98,69.83,HEALTHY,replay
2025-01-06T09:00:00,AWS-BHO-101,19.2,959.1,66.0,False,,medium,56.0,17.27,956.94,69.96,HEALTHY,replay
2025-01-06T10:00:00,AWS-BHO-101,21.6,959.6,55.0,False,,medium,55.2,17.29,956.91,69.94,HEALTHY,replay
2025-01-06T11:00:00,AWS-BHO-101,23.2,959.1,53.0,False,,low,33.5,17.29,956.88,69.9,HEALTHY,replay
