timestamp,station_id,temperature_c,pressure_hpa,humidity_pct,is_anomaly,fault_type,severity,anomaly_score_pct,suggested_temperature_c,suggested_pressure_hpa,suggested_humidity_pct,health_status,source
2025-01-01T00:00:00,AWS-DEL-011,8.3,994.3,100.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-05T03:00:00,AWS-DEL-011,9.2,989.4,98.0,False,,low,7.8,13.19,991.17,87.65,HEALTHY,replay
2025-01-01T01:00:00,AWS-DEL-011,8.0,993.7,100.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T02:00:00,AWS-DEL-011,7.8,993.3,100.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-05T04:00:00,AWS-DEL-011,9.3,989.4,99.0,False,,low,12.3,13.19,991.12,87.73,HEALTHY,replay
2025-01-01T03:00:00,AWS-DEL-011,8.0,993.1,99.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T04:00:00,AWS-DEL-011,7.7,992.9,98.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-05T05:00:00,AWS-DEL-011,9.9,989.7,100.0,False,,low,10.1,13.2,991.08,87.79,HEALTHY,replay
2025-01-01T05:00:00,AWS-DEL-011,7.8,993.0,97.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-05T06:00:00,AWS-DEL-011,9.9,990.6,98.0,False,,low,11.0,13.22,991.04,87.83,HEALTHY,replay
2025-01-01T06:00:00,AWS-DEL-011,8.4,993.7,96.0,False,,low,0.0,7.93,993.38,99.0,HEALTHY,replay
2025-01-01T07:00:00,AWS-DEL-011,8.5,994.2,95.0,False,,low,0.0,8.0,993.43,98.57,HEALTHY,replay
2025-01-05T07:00:00,AWS-DEL-011,9.7,991.1,98.0,False,,low,8.4,13.24,991.0,87.81,HEALTHY,replay
2025-01-01T08:00:00,AWS-DEL-011,8.9,994.7,93.0,False,,low,0.0,8.06,993.52,98.12,HEALTHY,replay
2025-01-05T08:00:00,AWS-DEL-011,9.7,991.9,97.0,False,,low,14.4,13.25,990.95,87.85,HEALTHY,replay
2025-01-01T09:00:00,AWS-DEL-011,9.5,995.2,97.0,False,,low,0.0,8.16,993.66,97.56,HEALTHY,replay
2025-01-05T09:00:00,AWS-DEL-011,10.1,992.7,97.0,False,,low,13.3,13.25,990.91,87.88,HEALTHY,replay
2025-01-01T10:00:00,AWS-DEL-011,11.3,995.4,89.0,False,,low,0.0,8.29,993.81,97.5,HEALTHY,replay
2025-01-01T11:00:00,AWS-DEL-011,13.2,994.9,82.0,False,,low,0.0,8.56,993.95,96.73,HEALTHY,replay
2025-01-05T10:00:00,AWS-DEL-011,11.7,993.0,91.0,False,,low,20.4,13.23,990.86,87.92,HEALTHY,replay
2025-01-01T12:00:00,AWS-DEL-011,14.6,993.8,78.0,True,drift,critical,95.0,8.95,994.03,95.5,HEALTHY,replay
2025-01-05T11:00:00,AWS-DEL-011,14.0,992.4,84.0,False,,low,19.9,13.2,990.81,87.9,HEALTHY,replay
2025-01-01T13:00:00,AWS-DEL-011,15.8,992.5,73.0,True,drift,critical,95.0,8.95,994.03,95.5,HEALTHY,replay
2025-01-05T12:00:00,AWS-DEL-011,15.7,991.3,79.0,False,,low,16.4,13.18,990.76,87.94,HEALTHY,replay
2025-01-01T14:00:00,AWS-DEL-011,16.6,991.7,71.0,True,drift,critical,95.0,8.95,994.03,95.5,HEALTHY,replay
2025-01-01T15:00:00,AWS-DEL-011,16.8,991.3,70.0,True,drift,critical,95.0,8.95,994.03,95.5,OFFLINE,replay
2025-01-05T13:00:00,AWS-DEL-011,17.1,990.3,75.0,False,,low,27.3,13.15,990.72,88.08,HEALTHY,replay
2025-01-01T16:00:00,AWS-DEL-011,16.3,991.3,73.0,True,drift,critical,95.0,8.95,994.03,95.5,OFFLINE,replay
2025-01-05T14:00:00,AWS-DEL-011,17.9,989.7,71.0,False,,low,28.6,13.11,990.67,88.31,HEALTHY,replay
2025-01-01T17:00:00,AWS-DEL-011,14.7,991.4,80.0,True,drift,critical,95.0,8.95,994.03,95.5,OFFLINE,replay
2025-01-05T15:00:00,AWS-DEL-011,18.1,989.3,71.0,False,,low,17.2,13.08,990.62,88.5,HEALTHY,replay
2025-01-01T18:00:00,AWS-DEL-011,12.2,993.0,86.0,False,,low,0.0,8.95,994.03,95.5,OFFLINE,replay
2025-01-01T19:00:00,AWS-DEL-011,11.6,993.3,88.0,False,,low,0.0,8.95,994.03,95.5,OFFLINE,replay
2025-01-05T16:00:00,AWS-DEL-011,17.6,988.9,74.0,False,,low,15.6,13.05,990.58,88.71,HEALTHY,replay
2025-01-01T20:00:00,AWS-DEL-011,11.1,993.7,90.0,False,,low,0.0,8.95,994.03,95.5,HEALTHY,replay
2025-01-05T17:00:00,AWS-DEL-011,16.0,988.6,81.0,False,,low,22.9,13.02,990.54,88.79,HEALTHY,replay
2025-01-01T21:00:00,AWS-DEL-011,10.7,993.8,91.0,False,,low,0.0,9.12,994.01,95.08,OFFLINE,replay
2025-01-05T18:00:00,AWS-DEL-011,13.8,989.6,87.0,False,,low,48.0,13.01,990.49,88.85,HEALTHY,replay
2025-01-01T22:00:00,AWS-DEL-011,10.3,993.6,93.0,False,,low,0.0,9.12,994.01,95.08,OFFLINE,replay
2025-01-01T23:00:00,AWS-DEL-011,9.8,993.2,94.0,False,,low,0.0,9.12,994.01,95.08,OFFLINE,replay
2025-01-05T19:00:00,AWS-DEL-011,13.2,990.0,90.0,False,,low,34.6,12.99,990.45,88.96,HEALTHY,replay
2025-01-02T00:00:00,AWS-DEL-011,9.5,992.5,95.0,False,,low,0.0,9.12,994.01,95.08,HEALTHY,replay
2025-01-05T20:00:00,AWS-DEL-011,12.6,990.7,91.0,False,,low,39.0,12.98,990.41,89.04,HEALTHY,replay
2025-01-05T21:00:00,AWS-DEL-011,12.2,991.0,92.0,False,,low,19.3,12.97,990.38,89.08,HEALTHY,replay
2025-01-05T22:00:00,AWS-DEL-011,11.5,991.2,94.0,False,,low,25.2,12.98,990.37,89.12,HEALTHY,replay
2025-01-05T23:00:00,AWS-DEL-011,10.8,991.0,95.0,False,,low,19.3,12.98,990.36,89.19,HEALTHY,replay
2025-01-06T00:00:00,AWS-DEL-011,10.3,990.7,97.0,False,,low,5.2,12.98,990.36,89.27,HEALTHY,replay
2025-01-06T01:00:00,AWS-DEL-011,9.8,990.3,98.0,False,,low,5.3,12.98,990.37,89.38,HEALTHY,replay
